ID,Word,Valence_mean,Valence_SD,Arousal_mean,Arousal_SD,Dominance_mean,Dominance_SD,Valence_mean_male,Valence_mean_female
2242,clown,5.36,2.48,4.94,2.18,4.38,2.22,5.6,5.31
2243,club,6.5,1.77,3.76,2.39,5.11,2.42,6,6.87
2244,clubhouse,6.47,1.65,3.77,2.2,5.74,2.07,6.45,6.29
2245,cluck,4.75,1.12,3.9,2.12,4.81,2.39,4.7,4.8
2246,clue,5.38,1.77,3.52,2.27,5.39,2.28,5.67,5.17
2247,clueless,3.5,1.37,3.75,2.22,3.59,2.24,3.5,3.5
2248,clump,3.92,1.14,3.25,2.63,4.36,2.46,3.88,3.94
2249,clumsy,4.14,1.46,4.12,2.19,4,2.71,4.18,4.1
2250,clunk,4.4,1.43,4.1,2.22,4.88,2.51,4.1,4.7
2251,cluster,5.05,1.13,4.21,2.15,4.89,2.52,5.5,4.73
2252,clutch,4.8,1.7,4.04,1.9,5.19,2.54,4.88,4.75
2253,clutter,3.67,1.88,3.68,2.4,3.19,2.04,4.27,3.15
2254,coach,5.72,1.49,3.35,2.16,4.11,2.27,5.25,6.1
2255,coachman,5.22,1.56,3.05,2.11,4.28,1.54,6.6,4.69
2256,coal,4.56,1.95,2.55,1.9,4.88,1.62,4.6,4.54
2257,coalition,4.9,1.92,3.9,2.07,5.6,2.2,5.67,3.89
2258,coarse,4.5,1.58,3.66,2.23,5.16,2.3,4.62,4.4
2259,coast,5.9,2.28,4.17,2.64,5.78,2.39,5.89,5.92
2260,coastal,6.21,2.02,4.3,2.7,5.05,2.48,5.67,6.31
2261,coaster,5.48,1.33,3.39,2.41,5.12,1.03,5.82,5.1
2262,coastline,7.5,1.79,3.45,2.46,5,2.18,7.8,7.38
2263,coat,5.29,2,3.1,1.77,6.68,2.31,4.85,6
2264,coating,5.25,1.25,3.59,1.79,5.63,1.92,5.22,5.27
2265,coax,5.26,2,4.48,1.97,5.05,1.78,5.11,5.4
2266,cobalt,5.63,1.34,3.35,2.32,6.17,1.71,5.85,5.17
2267,cobbler,6,1.84,2.92,1.84,4.79,2.08,5.5,6.33
2268,cobra,4.42,2.34,5.71,2.8,3.74,2.36,4.64,3.43
2269,cocaine,3.05,2.44,4.5,2.77,3.56,2.38,3.6,2.55
2270,cock,5.05,2.65,5.74,2.2,5.5,2.78,4.25,5.58
2271,cockamamie,4.14,1.93,4.04,1.89,4.56,1.85,4.82,3.4
2272,cockeyed,3.95,1.22,4.45,2.09,4.38,2.58,4.33,3.88
2273,cockpit,5.53,1.43,4.9,2.27,5.61,1.85,5.57,5.5
2274,cockroach,2.46,1.63,5.22,3.23,3.57,2.31,3.11,1.96
2275,cocksucker,2.91,2.79,6.09,3.2,4.42,2.39,4.5,1.77
2276,cocktail,6.95,1.91,5.6,2.02,5.86,2.66,7.12,6.85
2277,cocky,3.45,2.35,5.8,2.31,5.27,1.99,2.45,4.67
2278,cocoa,7.33,1.49,5,2.5,6.32,1.96,6.88,7.62
2279,coconut,6.55,2.04,4.67,2.69,5.76,2.39,6.8,6.3
2280,cocoon,5.22,1.44,2.85,2.16,4.41,2.22,5.78,4.86
2281,cod,5.21,1.81,3.95,2.44,5.37,2.19,6,4.85
2282,code,4.67,1.37,2.76,2.23,4.83,2.07,4.38,4.9
2283,codeine,4.85,2.08,4.72,2.95,3,1.98,5,4.8
2284,codfish,5.16,2.29,3.05,2.21,4.95,1.93,7.33,4.73
2285,coding,5.24,1.18,3.45,1.99,4.62,2.01,5.67,4.92
2286,coed,5.68,1.45,3.62,2.44,4.48,2.04,6,5.71
2287,coerce,3.32,1.16,5.45,2.39,5.87,2.36,4,3.08
2288,coercion,3.5,1.43,4.33,2.31,5.12,2.6,3.67,3.47
2289,coexist,5.95,2.24,3.48,2.68,5.92,2.12,4,6.44
2290,coffee,7,1.23,5.1,2.79,6.12,2.12,7,7
2291,coffee table,5.86,1.58,3.72,2.44,5.29,1.49,6.2,5.81
2292,coffeehouse,7.25,1.83,3.55,2.54,5.58,2.47,7.25,7.25
2293,coffeepot,5.26,1.94,3.61,1.91,5.59,1.66,5.55,4.88
2294,coffin,2.63,1.64,4.3,2.85,3.72,2.24,3.56,1.91
2295,cog,4.55,1.54,4,2.02,5.16,2.29,4.44,4.64
2296,cognac,4.85,2.39,4.81,2.38,5.42,2.72,4.8,4.9
2297,cognitive,5.68,1.7,5.27,2.1,6.47,2.06,6.11,5.3
2298,coherent,5.95,1.82,3.09,1.93,5.96,2.23,6.57,5.62
2299,coil,4.94,1.3,3.72,2.19,4.82,2.43,5.27,4.43
2300,coin,6.55,1.34,3.13,2.2,6.24,2.11,6.36,6.64
2301,coincide,5.27,1.03,3.88,2.21,5.25,1.85,5.22,5.31
2302,coincidence,5.58,1.46,3.86,1.93,4.64,2.17,5.56,5.6
2303,coincidental,5.68,1.25,4.15,2.28,4.46,2.19,5.85,5.33
2304,coke,6.55,1.99,4.3,2.65,5.53,2.12,6.25,6.54
2305,Coke,6.62,1.91,4.45,2.76,5.67,2.42,7,6.47
2306,cola,5.67,1.8,4.29,1.95,6,2.04,5.33,6.11
2307,cold,4.32,2.11,3.55,2.57,5.17,2.79,4.78,3.9
2308,coleslaw,4.9,2.29,3.45,2.3,6.38,1.77,4.33,5.36
2309,colic,2.95,1.43,2.89,1.97,2.95,1.76,3.57,2.62
2310,coliseum,5.56,1.5,4.06,2.36,5.94,2.41,6.1,4.88
2311,collaborate,6.15,1.73,4.3,1.75,6.23,1.74,6.71,5.85
2312,collaboration,5.19,1.33,4.39,2.29,6.21,1.75,5.25,4.92
2313,collaborator,4.91,2.2,4.73,2.43,5.45,2.5,5.12,4.79
2314,collage,5.05,1.47,3.44,2.28,4.53,2.29,5.18,4.88
2315,collagen,4.26,2.05,3.8,2.78,4.8,2.38,4.33,4.33
2316,collapse,3.37,1.26,6.14,2.29,3.74,2.03,4.2,3.08
2317,collar,4.95,1.75,3.33,2.03,4.63,2.36,6.67,4.62
2318,collarbone,5.1,1.61,2.86,2.03,5.41,2,4.6,5.55
2319,collateral,4.11,2,3.9,2.17,5.55,2.5,5.67,3.73
2320,colleague,5.26,2,3.5,1.99,5.7,2.3,7.33,5.13
2321,collect,5.9,1.37,3.14,1.78,5.48,1.6,5.78,6
2322,collection,5.9,1.29,4.44,2.41,6.9,1.65,5.8,5.93
2323,collective,5.19,1.89,2.86,1.64,5.4,2.28,5.86,4.86
2324,collector,5.27,1.98,4.91,2.14,5.47,2.89,4.75,5.62
2325,college,6.44,1.72,4,2.77,5.89,1.97,6,6.8
2326,collegiate,5.3,1.56,4.95,2.24,5.85,1.76,5.55,5
2327,collide,3.1,1.64,4.33,1.99,3.95,2.01,3.75,2.69
2328,collie,6.8,1.58,3.68,2.15,5.79,1.69,6.78,6.82
2329,collision,2.95,1.54,5.9,2.1,2.57,1.83,3.29,2.77
2330,cologne,6.05,1.1,3.6,1.98,5.44,2.04,6.57,5.77
2331,colon,4.04,2.08,3.64,2.24,4.7,2.27,5.12,3.47
2332,colonel,5.18,1.01,3.9,2.23,5.72,1.96,5.33,5.2
2333,colonial,4.95,1.66,2.71,2.29,5.1,2.25,5.25,4.77
2334,colonic,3.85,2.01,3.86,1.85,4.44,2.29,3.6,4.1
2335,colonoscopy,2.6,1.6,4.05,2.73,3.4,2.2,2.33,2.65
2336,colony,5.52,1.17,4.17,2.21,5.04,2.11,5.27,5.8
2337,color,7.05,2.22,3.18,1.62,5.95,1.8,6.17,7.46
2338,colored,6.57,1.6,4.73,2.27,5.36,1.73,6.22,6.83
2339,colorful,7.43,1.4,3.59,2.58,5.96,2.07,7.3,7.55
2340,coloring,6.29,1.4,4.41,2.59,6.77,1.69,6,6.56
2341,colossal,4.33,1.46,4.96,2.4,5.14,2.37,4.2,4.38
2342,columbine,3.7,2.25,5.14,2.96,3.85,2.38,3.43,3.85
2343,column,5,1.28,3.11,1.74,5.24,2.16,4.78,5.17
2344,columnist,5.47,1.26,3.25,2.02,5.5,2.27,5.85,4.67
2345,com,5.76,1.45,4.35,2.32,6.11,2.31,6.08,5.25
2346,coma,1.89,0.99,3.05,2.01,2.71,2.18,2,1.85
2347,comatose,2,1,3.15,2.21,3.4,2.21,2,2.07
2348,comb,5.65,1.39,2.33,1.61,6.68,1.76,5,5.87
2349,combat,2.95,1.78,6.09,2.18,4,2.2,3.67,2.3
2350,combative,3.65,1.95,5.6,1.94,4.59,2.59,4.5,3.08
2351,combination,5.47,1.65,3.5,2.24,5.96,1.65,5.69,5
2352,combine,4.84,1.5,3.64,2.19,5.54,2.19,4.88,4.82
2353,combo,6.17,1.42,4.48,2.09,5.5,2.15,5.89,6.44
2354,combustion,4.43,2.01,6.26,2.65,4.14,2.33,3.6,4.69
2355,come,5.64,1.26,3.57,2.04,5.94,1.88,6,5.53
2356,comeback,6.14,1.58,4.89,2.37,6.67,1.68,5.8,6.25
2357,comedian,7.6,1.19,5.78,2.04,6.48,1.91,7.33,7.82
2358,comedy,8.05,1.37,6,1.9,5.55,2.21,8.38,7.88
2359,comet,6.9,1.68,4.8,2.65,4.64,2.04,7.57,6.54
2360,comfort,7.24,1.92,2.76,1.92,7.18,1.65,6.89,7.5
2361,comfortable,7.67,1.53,2.38,1.83,6.89,2.25,6.75,8.4
2362,comforter,6.65,1.79,3.85,2.25,5.67,2.63,6,6.93
2363,comforting,7.47,2.17,3,2.2,7,1.97,8.33,7.73
2364,comfy,7.25,1.41,2.88,2.49,6.71,2.23,6.88,7.5
2365,comic,7.5,1.47,4.3,2.45,5.6,1.71,7.2,7.62
2366,comical,6.95,1.27,5.1,2.39,5.64,2.42,6.67,7
2367,comics,6.95,1.87,4.41,2.79,5.3,2.01,6.82,7
2368,comma,4.47,2.17,3.23,2.58,5.11,2.49,4.33,4.6
2369,command,4.19,1.5,4.65,2.43,7.21,2.15,4.46,3.75
2370,commandant,5.16,1.71,3.95,2.24,4.38,2.43,5.31,4.83
2371,commandeer,4.43,1.86,4.45,2.44,5.74,2.7,5,4.25
2372,commander,4.73,1.96,4.6,2.26,6.68,2.52,4.85,4.56
2373,commanding,4.57,1.91,5.95,2.19,4.64,2.74,4.12,4.85
2374,commandment,5.55,1.92,4.16,1.92,5.19,2.58,5.6,5.5
2375,commando,5.52,1.57,5.95,2.2,4.47,1.65,5.67,5.42
2376,commemorate,5.74,2,2.76,1.79,5.7,1.89,6,5
2377,commemorative,5.84,1.34,4.3,2.41,5.39,1.16,6,5.85
2378,commence,5.32,1.64,3.81,2.69,5.95,1.91,5.64,4.75
2379,commend,7,1.67,3.23,2.33,6.14,1.98,7.5,6.77
2380,commendable,6.76,1.79,3.75,2.4,6.68,2.12,7,6.67
2381,commendation,6.19,1.81,4.71,2.12,4.75,2.38,6.5,5.78
2382,comment,5.65,1.73,3.56,2.12,5.96,2.29,5.4,5.73
2383,commentary,5.5,1.67,3.5,1.85,5.45,2.15,5.79,4.83
2384,commentator,5.11,1.94,4.1,2.45,5.17,1.95,5.38,4.5
2385,commerce,5.21,1.69,3.95,2.06,4.85,2.21,6.33,5
2386,commercial,4.11,1.41,4.43,2.13,4.35,1.47,4.6,4
2387,commie,3.86,1.96,4.76,2.61,4.22,2.33,4.4,3.36
2388,commissary,5,1.75,3.36,2.04,5.95,1.79,4.56,5.36
2389,commission,5.81,2.06,4.59,2.5,5.38,2.14,6.27,5.3
2390,commissioner,4.68,0.89,3.25,1.83,5.65,2.9,4,4.81
2391,commit,5.85,1.81,3.5,2.13,6.63,2.32,5.71,5.92
2392,commitment,6.33,1.74,4.26,1.91,6,2.25,6.45,6.2
2393,committee,5.52,1.72,3.56,2.33,5.56,2.36,5.44,5.58
2394,commodity,5.86,1.39,3.75,2.05,5.38,2.2,6.67,5.53
2395,commodore,4.82,1.65,3.05,2.06,5.14,1.81,5,4.5
2396,common,5.94,2.13,2.43,1.83,5.83,1.95,5.25,6.5
2397,commoner,4.42,1.74,3.05,1.7,5.05,2.08,5.44,3.5
2398,commonplace,5.48,1.47,3,2.24,5.47,1.98,5.44,5.5
2399,commotion,4.1,1.67,3.73,2.62,4.3,2.38,4.5,3.73
2400,communal,5.47,1.93,3,1.92,4.89,2.08,4.67,5.85
2401,commune,5,1.73,3.77,2.14,5.24,1.92,5.11,4.9
2402,communicate,6.28,1.6,3.79,2.37,6.8,1.87,6.6,6.15
2403,communication,6.73,1.45,4.16,2.32,6.43,1.69,6,7.06
2404,communicator,5.42,1.64,3.33,1.62,5.39,1.95,5.4,5.46
2405,communion,5.37,2.11,3.5,2.28,4.71,1.92,4.83,5.62
2406,communism,2.94,2.46,5.1,2.73,3.12,2.46,3.6,2.69
2407,communist,3.22,2.29,5.1,2.47,4.12,2.96,3,3.31
2408,community,6.09,1.95,3.8,2.67,7.11,1.88,5.77,6.56
